Order_ID,Date,Region,Category,Product,Quantity,Unit_Price,Discount(%),Sales,Profit,Payment_Mode
1826,2024-06-10,East,Sports,Tennis Racket,5,2460,20,9840.0,1600.0,Card
1827,2024-01-19,West,Sports,Cricket Bat,1,1847,5,1754.65,194.61,Card
1828,2024-01-21,South,Sports,Tennis Racket,4,3875,0,15500.0,4635.13,Net Banking
1829,2024-03-04,West,Sports,Tennis Racket,4,4338,0,17352.0,4670.6,Card
1830,2024-10-15,South,Home,Chair,3,1779,5,5070.15,1267.47,Cash on Delivery
1831,2024-05-06,North,Books,Biography,5,4975,5,23631.25,4331.23,UPI
1832,2024-06-14,East,Sports,Football,1,2628,0,2628.0,469.98,UPI
1833,2024-10-31,North,Fashion,Shirt,4,4230,15,14382.0,3245.61,Cash on Delivery
1834,2024-04-18,North,Electronics,Headphones,5,4011,10,18049.5,5225.04,Card
1835,2024-02-17,East,Electronics,Headphones,1,879,20,703.2,204.2,Net Banking
1836,2024-03-24,South,Sports,Tennis Racket,2,3567,0,7134.0,742.67,Card
1837,2024-06-07,East,Sports,Gym Bag,2,1287,10,2316.6,459.08,Net Banking
1838,2024-07-17,East,Books,Biography,1,3310,20,2648.0,370.65,Net Banking
1839,2024-11-18,West,Sports,Tennis Racket,1,3761,10,3384.9,754.07,Net Banking
1840,2024-09-10,North,Sports,Football,5,3099,15,13170.75,3098.92,Card
1841,2024-06-02,East,Books,Novel,4,3882,0,15528.0,4370.22,Net Banking
1842,2024-10-09,East,Fashion,Jeans,2,4585,15,7794.5,1240.08,UPI
1843,2024-06-30,North,Electronics,Laptop,5,3780,15,16065.0,1910.08,Cash on Delivery
1844,2024-01-24,North,Home,Chair,1,4091,5,3886.45,999.73,Net Banking
1845,2024-06-23,East,Electronics,Smart Watch,3,4027,15,10268.85,2308.05,Cash on Delivery
1846,2024-01-03,South,Fashion,Jeans,1,2424,0,2424.0,452.71,UPI
1847,2024-06-04,North,Sports,Football,2,4208,15,7153.6,1705.14,Net Banking
1848,2024-02-27,West,Books,Comics,3,1017,5,2898.45,368.17,Card
1849,2024-11-16,North,Electronics,Mobile,2,4241,5,8057.9,1852.9,Net Banking
1850,2024-02-29,North,Books,Biography,3,4096,5,11673.6,2273.99,UPI
1851,2024-04-13,West,Fashion,Jeans,4,4162,0,16648.0,4527.58,Card
1852,2024-07-31,North,Home,Sofa,3,364,0,1092.0,246.88,Net Banking
1853,2024-04-28,North,Sports,Tennis Racket,4,3574,15,12151.6,2462.78,Net Banking
1854,2024-08-30,West,Electronics,Laptop,5,2887,20,11548.0,1301.48,Net Banking
1855,2024-08-28,East,Electronics,Smart Watch,4,3873,0,15492.0,2049.08,Card
1856,2024-11-04,South,Home,Sofa,5,2099,20,8396.0,2366.11,Cash on Delivery
1857,2024-11-14,East,Sports,Cricket Bat,4,3714,10,13370.4,3465.53,Card
1858,2024-02-21,North,Fashion,Shoes,4,1357,5,5156.6,721.39,Net Banking
1859,2024-07-02,East,Sports,Gym Bag,2,2015,20,3224.0,352.74,UPI
1860,2024-08-08,South,Home,Lamp,2,4424,0,8848.0,2312.54,Cash on Delivery
1861,2024-06-30,North,Electronics,Mobile,5,2135,15,9073.75,1375.26,Cash on Delivery
1862,2024-08-22,South,Electronics,Headphones,5,1153,0,5765.0,1644.91,Net Banking
1863,2024-04-15,North,Electronics,Laptop,5,643,20,2572.0,311.42,UPI
1864,2024-03-19,East,Home,Table,4,4444,15,15109.6,3724.67,UPI
1865,2024-05-05,South,Home,Lamp,1,1953,15,1660.05,487.93,UPI
1866,2024-07-03,East,Sports,Tennis Racket,5,1702,0,8510.0,1303.76,Net Banking
1867,2024-08-22,West,Fashion,Jeans,2,1430,15,2431.0,444.1,Net Banking
1868,2024-02-13,North,Books,Comics,4,1492,0,5968.0,1453.36,UPI
1869,2024-12-04,West,Home,Lamp,2,3855,0,7710.0,1377.42,UPI
1870,2024-06-25,East,Fashion,Shirt,4,3593,20,11497.6,3158.5,Cash on Delivery
1871,2024-12-23,South,Electronics,Headphones,4,3955,5,15029.0,4170.79,Net Banking
1872,2024-03-05,South,Home,Sofa,3,990,0,2970.0,616.24,Net Banking
1873,2024-11-21,South,Books,Comics,1,4491,20,3592.8,583.65,Cash on Delivery
1874,2024-08-04,North,Fashion,Shirt,5,2419,5,11490.25,3061.53,Cash on Delivery
1875,2024-11-29,North,Books,Novel,3,2427,20,5824.8,995.43,UPI
1876,2024-10-24,East,Electronics,Smart Watch,5,342,15,1453.5,243.89,Card
1877,2024-09-23,East,Books,Biography,3,2630,20,6312.0,1480.08,Net Banking
1878,2024-12-30,East,Fashion,Shirt,5,1877,10,8446.5,1612.12,Card
1879,2024-04-19,North,Sports,Gym Bag,1,809,15,687.65,190.96,Net Banking
1880,2024-05-15,East,Sports,Football,5,3599,20,14396.0,3048.98,Net Banking
1881,2024-09-15,West,Books,Dictionary,4,4310,15,14654.0,3879.83,Card
1882,2024-08-21,West,Fashion,Jacket,2,4504,20,7206.4,890.79,Card
1883,2024-02-26,South,Sports,Football,5,3325,0,16625.0,3662.82,Net Banking
1884,2024-07-10,East,Electronics,Headphones,1,4582,5,4352.9,537.79,Cash on Delivery
1885,2024-01-25,West,Home,Lamp,1,1470,5,1396.5,358.56,Net Banking
1886,2024-02-04,South,Home,Lamp,2,4304,0,8608.0,1071.4,Cash on Delivery
1887,2024-07-12,West,Electronics,Smart Watch,5,2837,20,11348.0,2161.51,Cash on Delivery
1888,2024-06-15,South,Sports,Cricket Bat,5,4075,15,17318.75,4042.96,Card
1889,2024-05-22,West,Electronics,Smart Watch,2,3539,10,6370.2,1326.27,Net Banking
1890,2024-04-08,North,Electronics,Mobile,5,2830,20,11320.0,2592.64,UPI
1891,2024-01-10,South,Books,Novel,4,4417,0,17668.0,2191.83,Card
1892,2024-07-24,South,Home,Table,5,3939,0,19695.0,5147.96,Cash on Delivery
1893,2024-09-27,West,Books,Novel,1,3084,15,2621.4,356.78,UPI
1894,2024-03-14,East,Home,Sofa,1,1239,0,1239.0,258.15,Cash on Delivery
1895,2024-11-10,North,Fashion,Shoes,2,2813,15,4782.1,1127.24,UPI
1896,2024-07-30,North,Home,Table,1,2741,15,2329.85,279.0,Card
1897,2024-09-09,West,Home,Lamp,1,724,5,687.8,101.74,Card
1898,2024-02-03,North,Books,Dictionary,3,796,10,2149.2,414.72,Net Banking
1899,2024-05-06,West,Sports,Football,2,452,10,813.6,171.52,UPI
1900,2024-03-13,East,Books,Biography,5,3632,15,15436.0,1802.64,Card
1901,2024-08-25,South,Home,Table,5,3771,20,15084.0,2871.22,UPI
1902,2024-12-14,South,Books,Comics,1,792,15,673.2,104.12,Cash on Delivery
1903,2024-06-02,South,Sports,Tennis Racket,5,4480,10,20160.0,2199.39,UPI
1904,2024-11-08,North,Electronics,Smart Watch,2,4858,10,8744.4,2410.45,Card
1905,2024-06-23,East,Books,Comics,3,4008,10,10821.6,1614.43,Cash on Delivery
1906,2024-01-05,East,Fashion,Jacket,1,1395,0,1395.0,309.35,UPI
1907,2024-10-02,West,Fashion,Jacket,4,4708,0,18832.0,4848.51,UPI
1908,2024-12-22,North,Electronics,Smart Watch,3,3383,20,8119.2,1393.2,Card
1909,2024-05-23,West,Electronics,Laptop,3,1880,15,4794.0,488.38,UPI
1910,2024-07-04,North,Home,Table,5,2783,5,13219.25,1941.27,Net Banking
1911,2024-02-26,West,Electronics,Headphones,5,2012,0,10060.0,1400.53,Net Banking
1912,2024-02-03,South,Home,Sofa,5,1887,20,7548.0,1769.52,Card
1913,2024-04-08,North,Books,Biography,2,2426,20,3881.6,1052.29,Cash on Delivery
1914,2024-08-09,West,Electronics,Headphones,1,3798,0,3798.0,1028.39,Cash on Delivery
1915,2024-04-24,North,Sports,Tennis Racket,5,4122,15,17518.5,3018.34,UPI
1916,2024-06-20,West,Electronics,Headphones,5,3977,10,17896.5,1808.12,Card
1917,2024-06-08,South,Electronics,Laptop,4,909,5,3454.2,481.43,Cash on Delivery
1918,2024-05-08,North,Electronics,Laptop,4,3838,0,15352.0,3354.51,Cash on Delivery
1919,2024-02-07,West,Fashion,Shirt,2,3091,0,6182.0,1634.07,Card
1920,2024-07-12,North,Books,Dictionary,4,1322,0,5288.0,1559.46,UPI
1921,2024-02-03,South,Home,Chair,1,3920,0,3920.0,628.35,Net Banking
1922,2024-04-29,North,Electronics,Laptop,3,3424,15,8731.2,1040.46,Net Banking
1923,2024-06-22,West,Books,Novel,4,4102,15,13946.8,3849.14,UPI
1924,2024-10-30,East,Electronics,Smart Watch,5,1876,0,9380.0,1130.65,UPI
1925,2024-04-05,East,Fashion,Jeans,3,3748,15,9557.4,2340.84,Net Banking
1926,2024-06-08,North,Fashion,Jeans,1,1345,10,1210.5,262.56,Cash on Delivery
1927,2024-01-05,South,Books,Biography,4,2828,20,9049.6,1525.58,Cash on Delivery
1928,2024-06-25,North,Books,Biography,2,4454,20,7126.4,1936.53,Net Banking
1929,2024-11-03,South,Fashion,Jeans,1,3097,5,2942.15,687.2,Net Banking
1930,2024-09-10,East,Home,Lamp,4,2992,5,11369.6,1375.38,UPI
1931,2024-06-18,South,Fashion,Shirt,2,4121,20,6593.6,940.43,Net Banking
1932,2024-01-16,West,Sports,Cricket Bat,2,355,10,639.0,65.16,Cash on Delivery
1933,2024-01-23,South,Books,Novel,3,3907,5,11134.95,2519.47,Cash on Delivery
1934,2024-06-22,South,Electronics,Mobile,3,1726,5,4919.1,1362.97,Card
1935,2024-01-11,South,Books,Biography,2,476,5,904.4,242.9,UPI
1936,2024-07-09,North,Fashion,Jacket,3,2022,10,5459.4,1044.06,Cash on Delivery
1937,2024-09-29,North,Fashion,Jacket,1,1483,5,1408.85,364.86,Card
1938,2024-10-01,East,Sports,Tennis Racket,5,3818,5,18135.5,5154.16,Card
1939,2024-04-17,East,Home,Table,2,736,10,1324.8,363.75,Net Banking
1940,2024-09-12,North,Electronics,Smart Watch,2,4466,15,7592.2,1900.04,Cash on Delivery
1941,2024-08-30,South,Books,Dictionary,3,3362,20,8068.8,1927.65,Net Banking
1942,2024-07-21,North,Home,Sofa,2,2098,5,3986.2,759.04,Card
1943,2024-05-10,West,Fashion,Shoes,4,4980,5,18924.0,5433.08,Cash on Delivery
1944,2024-10-25,South,Books,Novel,1,2717,15,2309.45,470.58,Card
1945,2024-09-11,East,Electronics,Smart Watch,4,3995,15,13583.0,2533.24,Cash on Delivery
1946,2024-07-02,West,Home,Lamp,1,1771,15,1505.35,220.92,UPI
1947,2024-01-20,North,Electronics,Headphones,3,2165,0,6495.0,803.55,Cash on Delivery
1948,2024-04-07,East,Books,Biography,2,2997,10,5394.6,866.07,Cash on Delivery
1949,2024-07-26,East,Books,Biography,1,2753,10,2477.7,655.26,Net Banking
1950,2024-08-30,West,Books,Novel,5,1522,15,6468.5,941.27,Card
1951,2024-12-23,West,Fashion,Jacket,3,1003,10,2708.1,728.91,Net Banking
1952,2024-06-05,West,Sports,Cricket Bat,4,4874,0,19496.0,3410.63,Card
1953,2024-12-19,East,Electronics,Smart Watch,3,2147,15,5474.85,1013.63,Net Banking
1954,2024-03-19,East,Books,Comics,5,490,20,1960.0,503.86,Card
1955,2024-08-31,West,Home,Sofa,2,3500,0,7000.0,1448.29,Card
1956,2024-01-17,West,Electronics,Headphones,3,1063,5,3029.55,366.16,Card
1957,2024-05-25,North,Books,Dictionary,2,1930,0,3860.0,1089.56,Net Banking
1958,2024-03-28,East,Fashion,Jeans,5,873,15,3710.25,413.66,UPI
1959,2024-02-05,West,Home,Sofa,2,1207,5,2293.3,475.38,Net Banking
1960,2024-03-22,South,Sports,Cricket Bat,2,2837,15,4822.9,1271.22,Net Banking
1961,2024-08-16,South,Books,Comics,5,4059,10,18265.5,2563.39,Card
1962,2024-08-24,South,Electronics,Smart Watch,5,2994,20,11976.0,3303.55,Net Banking
1963,2024-07-19,North,Books,Novel,3,4038,10,10902.6,2617.31,Cash on Delivery
1964,2024-07-15,West,Books,Biography,2,1771,20,2833.6,698.9,Net Banking
1965,2024-12-07,West,Fashion,Shirt,1,2263,5,2149.85,332.7,Cash on Delivery
1966,2024-02-23,West,Electronics,Mobile,4,4828,0,19312.0,5775.51,UPI
1967,2024-08-24,West,Books,Comics,4,1650,10,5940.0,840.36,UPI
1968,2024-01-20,West,Electronics,Laptop,4,3115,15,10591.0,2871.8,Net Banking
1969,2024-02-12,North,Electronics,Headphones,2,2979,15,5064.3,997.42,UPI
1970,2024-01-10,West,Books,Biography,2,4156,10,7480.8,2007.19,Card
1971,2024-02-09,South,Books,Novel,3,1317,20,3160.8,784.79,Card
1972,2024-12-11,South,Electronics,Headphones,4,3233,5,12285.4,1760.92,UPI
1973,2024-08-15,West,Books,Biography,1,4583,0,4583.0,816.34,Cash on Delivery
1974,2024-04-12,North,Electronics,Laptop,4,1952,5,7417.6,1297.55,Card
1975,2024-04-22,West,Electronics,Laptop,1,419,10,377.1,99.59,UPI
1976,2024-06-14,South,Electronics,Mobile,1,3705,20,2964.0,360.23,Cash on Delivery
1977,2024-02-24,South,Books,Biography,5,3536,15,15028.0,1865.89,Card
1978,2024-08-22,South,Home,Lamp,1,3594,10,3234.6,331.21,Card
1979,2024-07-29,East,Fashion,Shirt,5,3322,0,16610.0,1884.67,Card
1980,2024-11-03,North,Home,Sofa,5,4962,5,23569.5,3544.57,UPI
1981,2024-02-04,South,Home,Sofa,3,1736,10,4687.2,1385.56,Net Banking
1982,2024-04-29,West,Home,Chair,4,4486,5,17046.8,3421.02,UPI
1983,2024-03-11,East,Electronics,Laptop,2,3810,5,7239.0,1621.2,UPI
1984,2024-05-01,East,Home,Sofa,2,1542,15,2621.4,369.3,UPI
1985,2024-09-23,East,Books,Dictionary,2,2578,10,4640.4,1061.35,UPI
1986,2024-12-06,North,Sports,Tennis Racket,2,3013,10,5423.4,805.1,UPI
1987,2024-02-03,West,Fashion,Jeans,5,2934,5,13936.5,2626.64,UPI
1988,2024-10-30,South,Sports,Football,1,1459,5,1386.05,173.41,Card
1989,2024-03-25,South,Books,Biography,5,940,15,3995.0,978.77,Cash on Delivery
1990,2024-11-21,West,Fashion,Jeans,2,2339,10,4210.2,661.3,Net Banking
1991,2024-08-13,West,Fashion,Shoes,1,3245,15,2758.25,484.19,Net Banking
1992,2024-06-02,South,Sports,Gym Bag,4,462,15,1570.8,291.35,UPI
1993,2024-07-11,South,Books,Biography,3,3416,15,8710.8,1403.91,Cash on Delivery
1994,2024-01-03,North,Books,Dictionary,3,1419,15,3618.45,503.48,Card
1995,2024-07-15,West,Electronics,Headphones,4,3706,15,12600.4,3705.76,Cash on Delivery
1996,2024-04-09,North,Sports,Tennis Racket,4,618,0,2472.0,437.46,Card
1997,2024-08-05,East,Sports,Tennis Racket,5,4302,10,19359.0,4632.44,Net Banking
1998,2024-05-13,West,Fashion,Jeans,1,3260,0,3260.0,780.75,Card
1999,2024-01-07,South,Books,Dictionary,3,2326,20,5582.4,1203.95,Card
2000,2024-03-25,West,Electronics,Laptop,4,958,20,3065.6,864.47,Net Banking
2001,2024-02-15,East,Sports,Tennis Racket,5,4667,15,19834.75,4308.42,Net Banking
2002,2024-03-27,South,Electronics,Headphones,3,2016,15,5140.8,1232.77,UPI
2003,2024-08-08,North,Sports,Football,1,3722,20,2977.6,546.0,Cash on Delivery
2004,2024-08-18,East,Fashion,Jeans,2,1400,5,2660.0,524.8,UPI
2005,2024-05-12,South,Books,Biography,2,783,5,1487.7,389.53,Card
2006,2024-05-21,North,Sports,Gym Bag,2,953,10,1715.4,200.94,UPI
2007,2024-01-05,North,Electronics,Headphones,5,2223,15,9447.75,1861.57,UPI
2008,2024-07-11,North,Electronics,Headphones,5,642,0,3210.0,456.51,UPI
2009,2024-12-15,West,Books,Comics,4,3060,20,9792.0,1820.24,Cash on Delivery
2010,2024-06-18,South,Home,Lamp,3,3564,15,9088.2,2019.05,Cash on Delivery
2011,2024-12-24,West,Electronics,Laptop,4,1437,0,5748.0,1266.75,Cash on Delivery
2012,2024-01-02,West,Fashion,Shoes,5,4192,20,16768.0,3062.26,Card
2013,2024-07-23,East,Home,Chair,1,2966,15,2521.1,369.87,Net Banking
2014,2024-11-06,East,Books,Novel,4,4200,0,16800.0,4147.17,Cash on Delivery
2015,2024-03-27,North,Fashion,Jeans,2,4379,0,8758.0,1403.64,Net Banking
2016,2024-02-24,West,Sports,Football,5,2273,5,10796.75,1536.68,UPI
2017,2024-12-06,South,Sports,Football,3,3441,10,9290.7,1338.56,Cash on Delivery
2018,2024-04-24,South,Sports,Football,5,4330,0,21650.0,5609.69,Cash on Delivery
2019,2024-04-29,East,Books,Novel,4,3426,20,10963.2,3214.95,Net Banking
2020,2024-02-29,North,Fashion,Shoes,3,1018,0,3054.0,359.85,Card
2021,2024-02-01,South,Books,Comics,3,3414,20,8193.6,2026.96,Cash on Delivery
2022,2024-09-23,West,Books,Biography,4,2918,10,10504.8,2726.03,Card
2023,2024-03-15,North,Books,Biography,4,375,20,1200.0,324.57,Cash on Delivery
2024,2024-11-02,West,Home,Table,4,1507,20,4822.4,755.57,UPI
2025,2024-01-31,North,Home,Lamp,3,4218,5,12021.3,2392.3,Net Banking
2026,2024-06-02,South,Home,Table,2,730,5,1387.0,376.37,Net Banking
2027,2024-07-19,West,Fashion,Shirt,3,3760,15,9588.0,2857.83,Net Banking
2028,2024-10-24,East,Electronics,Headphones,2,4789,15,8141.3,972.59,Cash on Delivery
2029,2024-03-15,West,Electronics,Headphones,2,1426,15,2424.2,579.85,Cash on Delivery
2030,2024-07-11,South,Fashion,Jeans,1,3267,20,2613.6,314.65,Card
2031,2024-03-01,North,Sports,Cricket Bat,1,3212,15,2730.2,371.11,UPI
2032,2024-07-22,West,Books,Comics,2,3609,5,6857.1,732.33,Card
2033,2024-05-20,South,Sports,Tennis Racket,4,1034,15,3515.6,959.69,Net Banking
2034,2024-01-12,North,Sports,Tennis Racket,1,1255,0,1255.0,156.13,Card
2035,2024-06-01,East,Books,Dictionary,1,1783,15,1515.55,298.32,Net Banking
2036,2024-07-20,North,Books,Biography,3,820,20,1968.0,269.57,UPI
2037,2024-12-03,North,Books,Dictionary,5,4715,0,23575.0,5910.29,Card
2038,2024-01-21,South,Electronics,Mobile,1,4844,15,4117.4,1070.95,UPI
2039,2024-02-13,South,Fashion,Jeans,1,4907,10,4416.3,1193.68,UPI
2040,2024-05-07,East,Electronics,Headphones,5,1705,15,7246.25,2140.69,UPI
2041,2024-09-24,East,Home,Chair,5,3944,5,18734.0,4035.57,Cash on Delivery
2042,2024-04-20,North,Home,Table,1,2242,0,2242.0,308.53,Cash on Delivery
2043,2024-05-13,East,Fashion,Jeans,3,1352,20,3244.8,598.35,Cash on Delivery
2044,2024-10-01,West,Sports,Cricket Bat,4,982,10,3535.2,831.85,Card
2045,2024-08-02,East,Fashion,Shirt,2,3348,20,5356.8,1239.9,Card
2046,2024-03-04,West,Fashion,Shoes,4,512,20,1638.4,244.94,Cash on Delivery
2047,2024-05-19,West,Books,Novel,1,2998,0,2998.0,517.35,Cash on Delivery
2048,2024-07-12,East,Fashion,Jeans,1,1102,15,936.7,277.17,Card
2049,2024-02-18,South,Electronics,Laptop,5,2811,20,11244.0,2971.44,Net Banking
2050,2024-03-28,East,Books,Comics,5,2520,20,10080.0,1207.72,UPI
2051,2024-09-01,South,Home,Sofa,3,4655,20,11172.0,2445.81,Net Banking
2052,2024-07-12,East,Books,Biography,1,4507,5,4281.65,991.26,Card
2053,2024-04-03,North,Books,Comics,3,2340,20,5616.0,1031.37,Net Banking
2054,2024-06-05,West,Sports,Tennis Racket,5,2649,10,11920.5,3463.18,Card
2055,2024-02-17,West,Electronics,Headphones,3,1038,0,3114.0,359.16,Card
2056,2024-08-05,North,Fashion,Shirt,3,4839,15,12339.45,3228.86,UPI
2057,2024-01-08,West,Books,Biography,4,4518,20,14457.6,3463.7,Net Banking
2058,2024-11-06,North,Books,Biography,4,4677,10,16837.2,2506.14,UPI
2059,2024-01-27,South,Sports,Cricket Bat,2,915,10,1647.0,441.2,Cash on Delivery
2060,2024-10-03,West,Sports,Gym Bag,2,3357,0,6714.0,1125.21,Card
2061,2024-04-21,East,Electronics,Headphones,4,2704,10,9734.4,1388.25,Net Banking
2062,2024-06-17,West,Home,Chair,5,4299,0,21495.0,3678.84,Net Banking
2063,2024-02-21,North,Home,Lamp,1,3164,5,3005.8,542.29,UPI
2064,2024-03-04,South,Sports,Gym Bag,1,4634,20,3707.2,1036.91,Net Banking
2065,2024-07-05,South,Sports,Football,3,2152,15,5487.6,982.67,Cash on Delivery
2066,2024-08-10,East,Sports,Cricket Bat,1,3892,15,3308.2,437.9,Cash on Delivery
2067,2024-08-03,South,Electronics,Headphones,1,1852,10,1666.8,180.1,Net Banking
2068,2024-10-08,South,Home,Chair,2,4226,10,7606.8,941.41,Net Banking
2069,2024-01-11,East,Sports,Cricket Bat,4,4411,15,14997.4,1893.92,UPI
2070,2024-08-07,East,Fashion,Jeans,5,411,5,1952.25,215.54,Cash on Delivery
2071,2024-05-06,West,Books,Novel,4,2671,10,9615.6,1896.06,Net Banking
2072,2024-12-07,South,Books,Biography,2,2603,0,5206.0,1420.37,Card
2073,2024-04-27,West,Sports,Cricket Bat,1,4415,20,3532.0,481.19,Card
2074,2024-01-10,West,Electronics,Mobile,1,2543,5,2415.85,690.5,Net Banking
2075,2024-04-23,North,Books,Biography,1,3415,15,2902.75,595.05,Card
2076,2024-02-26,West,Home,Sofa,1,4476,15,3804.6,870.4,Cash on Delivery
2077,2024-04-03,East,Home,Lamp,3,3724,5,10613.4,1740.26,UPI
2078,2024-08-08,North,Electronics,Laptop,3,2036,10,5497.2,1068.72,UPI
2079,2024-12-15,West,Fashion,Shoes,3,3038,10,8202.6,1003.22,UPI
2080,2024-05-01,East,Books,Biography,3,3260,20,7824.0,1609.96,Cash on Delivery
2081,2024-01-22,West,Home,Table,1,1171,5,1112.45,251.32,UPI
2082,2024-06-03,South,Books,Biography,4,1108,0,4432.0,1278.03,Cash on Delivery
2083,2024-10-13,South,Sports,Cricket Bat,1,1347,5,1279.65,235.0,Cash on Delivery
2084,2024-03-26,West,Home,Lamp,1,3872,0,3872.0,761.1,UPI
2085,2024-07-22,South,Books,Comics,3,672,20,1612.8,180.89,Card
2086,2024-07-24,South,Sports,Football,4,4472,15,15204.8,3231.02,Net Banking
2087,2024-09-19,South,Books,Comics,2,329,5,625.1,134.01,UPI
2088,2024-04-24,East,Sports,Tennis Racket,2,2727,10,4908.6,1032.92,Card
2089,2024-01-27,East,Electronics,Mobile,1,1513,10,1361.7,388.7,Cash on Delivery
2090,2024-02-12,North,Fashion,Jeans,1,3146,20,2516.8,741.06,Cash on Delivery
2091,2024-07-01,South,Books,Comics,4,2715,10,9774.0,2903.39,UPI
2092,2024-12-18,South,Fashion,Shoes,3,428,20,1027.2,237.76,UPI
2093,2024-03-20,South,Sports,Tennis Racket,4,2107,10,7585.2,1166.29,Net Banking
2094,2024-08-23,West,Sports,Cricket Bat,3,1515,15,3863.25,458.72,Card
2095,2024-06-07,South,Fashion,Jeans,5,4318,5,20510.5,4707.42,UPI
2096,2024-05-05,West,Fashion,Jeans,5,1838,0,9190.0,1182.79,Net Banking
2097,2024-07-15,North,Sports,Gym Bag,5,1424,0,7120.0,1571.09,Net Banking
2098,2024-03-14,North,Electronics,Laptop,1,1382,5,1312.9,333.51,Cash on Delivery
2099,2024-04-13,North,Books,Novel,1,4743,10,4268.7,1154.87,UPI
2100,2024-01-29,West,Fashion,Jacket,2,2818,10,5072.4,993.08,Card
2101,2024-09-18,North,Books,Comics,1,664,0,664.0,138.73,UPI
2102,2024-06-29,North,Sports,Cricket Bat,2,496,5,942.4,174.75,Card
2103,2024-02-22,West,Home,Table,1,4328,5,4111.6,1225.89,Card
2104,2024-01-23,North,Home,Lamp,5,3033,0,15165.0,2609.88,UPI
2105,2024-03-17,South,Books,Biography,4,4645,10,16722.0,3677.54,Net Banking
2106,2024-12-30,East,Home,Lamp,1,2520,15,2142.0,497.69,Cash on Delivery
2107,2024-02-04,South,Electronics,Laptop,2,2923,5,5553.7,989.22,Net Banking
2108,2024-07-16,East,Electronics,Smart Watch,2,1040,10,1872.0,559.64,Card
2109,2024-03-11,West,Home,Lamp,4,4242,15,14422.8,3178.04,Cash on Delivery
2110,2024-07-15,West,Fashion,Jacket,5,4372,20,17488.0,3615.72,Card
2111,2024-07-04,South,Electronics,Smart Watch,1,2226,10,2003.4,201.49,UPI
2112,2024-05-30,South,Books,Dictionary,1,788,10,709.2,122.1,Card
2113,2024-03-01,West,Sports,Cricket Bat,2,2026,5,3849.4,427.95,Card
2114,2024-09-01,North,Fashion,Jacket,4,3344,0,13376.0,3213.99,UPI
2115,2024-01-07,North,Books,Biography,2,3292,5,6254.8,724.3,UPI
2116,2024-08-28,South,Books,Dictionary,2,4148,5,7881.2,1967.32,Cash on Delivery
2117,2024-11-05,West,Sports,Tennis Racket,1,2649,0,2649.0,347.49,UPI
2118,2024-10-19,North,Fashion,Jeans,4,3770,15,12818.0,2702.43,Cash on Delivery
2119,2024-03-05,South,Books,Comics,4,1584,10,5702.4,1680.07,Net Banking
2120,2024-12-20,North,Fashion,Jacket,2,3513,5,6674.7,1765.46,UPI
2121,2024-11-27,East,Sports,Gym Bag,4,3416,5,12980.8,1440.02,Cash on Delivery
2122,2024-01-15,East,Sports,Cricket Bat,1,1155,0,1155.0,199.28,Cash on Delivery
2123,2024-06-07,South,Fashion,Shoes,5,1172,0,5860.0,834.36,UPI
2124,2024-10-15,North,Fashion,Jeans,2,2505,0,5010.0,1479.62,UPI
2125,2024-05-24,North,Sports,Football,3,1063,10,2870.1,291.88,Cash on Delivery
2126,2024-06-18,East,Sports,Cricket Bat,4,3215,5,12217.0,2938.57,UPI
2127,2024-05-28,South,Sports,Football,1,3430,15,2915.5,633.46,UPI
2128,2024-03-23,West,Fashion,Jeans,1,1064,5,1010.8,279.87,Card
2129,2024-01-21,West,Books,Comics,2,3077,10,5538.6,952.99,Net Banking
2130,2024-02-19,South,Sports,Cricket Bat,5,914,5,4341.5,926.39,Net Banking
2131,2024-03-27,East,Electronics,Mobile,5,1014,15,4309.5,512.07,Cash on Delivery
2132,2024-12-29,North,Home,Table,3,3276,10,8845.2,1042.37,Card
2133,2024-01-21,West,Sports,Tennis Racket,3,3921,5,11174.85,3217.98,Net Banking
2134,2024-07-10,West,Home,Lamp,4,1356,15,4610.4,799.2,Cash on Delivery
2135,2024-05-05,West,Electronics,Smart Watch,3,649,20,1557.6,460.25,UPI
2136,2024-02-07,South,Books,Novel,1,2681,15,2278.85,299.99,Net Banking
2137,2024-02-25,West,Fashion,Jacket,1,3158,15,2684.3,519.94,Net Banking
2138,2024-06-11,North,Electronics,Mobile,4,3848,5,14622.4,2636.48,UPI
2139,2024-08-28,South,Home,Sofa,4,1236,10,4449.6,849.5,Card
2140,2024-07-04,East,Fashion,Jeans,5,556,20,2224.0,566.77,UPI
2141,2024-05-18,South,Sports,Gym Bag,1,2032,0,2032.0,590.35,Net Banking
2142,2024-12-30,North,Home,Table,2,867,10,1560.6,282.49,Cash on Delivery
2143,2024-06-24,South,Sports,Gym Bag,3,1807,0,5421.0,642.32,Net Banking
2144,2024-12-22,South,Home,Table,3,3733,15,9519.15,1857.19,Card
2145,2024-06-14,West,Sports,Tennis Racket,1,4894,20,3915.2,547.0,Card
2146,2024-12-11,South,Home,Chair,4,1508,15,5127.2,1399.01,UPI
2147,2024-01-19,North,Sports,Tennis Racket,4,1329,15,4518.6,1029.26,UPI
2148,2024-04-17,West,Fashion,Jeans,5,1660,20,6640.0,1165.4,Cash on Delivery
2149,2024-12-24,East,Fashion,Shirt,3,432,10,1166.4,325.81,UPI
